Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
471,Pete Nance,24,2TM,C,13,1,10.6,1.1,2.5,0.438,0.7,1.8,0.375,0.4,0.6,0.625,0.578,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.3,2.9,,nancepe01
471,Pete Nance,24,PHI,C,7,0,9.7,0.7,2.1,0.333,0.6,1.7,0.333,0.1,0.4,0.333,0.467,0.1,0.3,0.5,0.3,1.1,1.4,0.4,0.1,0,0,1.4,2.1,,nancepe01
471,Pete Nance,24,MIL,PF,6,1,11.7,1.5,2.8,0.529,0.8,2,0.417,0.7,0.8,0.8,0.676,0,0,,0.5,1.3,1.8,1.2,0.2,0.3,0.7,1.2,3.8,,nancepe01
472,Markelle Fultz,26,SAC,PG,21,0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0,0,1,0.3,0.7,1,1.3,0.5,0.1,0.7,0.6,2.9,,fultzma01
473,Taj Gibson,39,CHO,C,37,11,11.1,1.3,2.6,0.495,0,0.1,0.5,1.2,2.5,0.495,0.5,0.3,0.5,0.6,1.4,1.9,3.2,0.6,0.2,0.5,0.7,1.5,2.9,,gibsota01
474,Tyler Smith,20,MIL,PF,23,0,5.3,1,2.2,0.48,0.6,1.3,0.433,0.5,0.9,0.55,0.61,0.3,0.3,0.75,0.3,0.8,1.1,0.2,0.1,0.2,0.3,0.5,2.9,,smithty02
475,RayJ Dennis,23,IND,PG,11,0,6.4,1,3,0.333,0.5,1.9,0.286,0.5,1.1,0.417,0.424,0.2,0.2,1,0.2,0.9,1.1,1.3,0.6,0.2,0.5,0.6,2.7,,dennira01
476,David Duke Jr.,25,SAS,SG,6,0,5.7,1,2.3,0.429,0.5,1,0.5,0.5,1.3,0.375,0.536,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0,0.3,0.2,2.7,,dukeda01
477,Keshad Johnson,23,MIA,SF,16,0,6.1,1.1,1.6,0.692,0.2,0.4,0.429,0.9,1.2,0.789,0.75,0.3,0.6,0.444,0.4,1.4,1.8,0.3,0.3,0.3,0.3,0.7,2.7,,johnske10
478,Reece Beekman,23,2TM,PG,36,4,13,1,3,0.327,0.2,1.1,0.175,0.8,1.9,0.418,0.36,0.4,0.6,0.762,0.4,0.7,1.1,1.8,0.9,0.1,0.6,1,2.6,,beekmre01
478,Reece Beekman,23,GSW,PG,2,0,2,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0,0.5,0.5,0.5,0,0,0.5,1,,beekmre01
478,Reece Beekman,23,BRK,PG,34,4,13.7,1,3.1,0.321,0.2,1.2,0.175,0.8,1.9,0.409,0.354,0.5,0.6,0.762,0.4,0.8,1.1,1.8,0.9,0.1,0.6,1,2.7,,beekmre01
479,Jae Crowder,34,SAC,PF,9,2,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0,0.4,1.1,2.6,,crowdja01
480,Josh Minott,22,MIN,SF,46,0,6,1,2,0.489,0.3,0.9,0.326,0.7,1,0.638,0.567,0.4,0.4,0.895,0.3,0.8,1,0.4,0.3,0.3,0.2,0.7,2.6,,minotjo01
481,Hunter Tyson,24,DEN,PF,51,2,7.8,0.9,2.4,0.375,0.5,1.5,0.311,0.4,0.9,0.478,0.471,0.4,0.5,0.75,0.5,1,1.5,0.4,0.2,0.1,0.3,0.9,2.6,,tysonhu01
482,Jaden Springer,22,2TM,PG,43,2,8.5,0.8,2.1,0.389,0.3,1.1,0.25,0.5,1,0.548,0.456,0.6,0.9,0.711,0.4,1,1.3,0.8,0.6,0.1,0.4,1,2.5,,sprinja01
482,Jaden Springer,22,BOS,SG,26,0,5.4,0.5,1.3,0.353,0.2,0.7,0.316,0.2,0.6,0.4,0.441,0.6,0.8,0.714,0.2,0.8,0.9,0.4,0.5,0,0.2,0.7,1.7,,sprinja01
482,Jaden Springer,22,UTA,PG,17,2,13.2,1.4,3.3,0.411,0.4,1.7,0.207,1,1.6,0.63,0.464,0.7,1,0.706,0.8,1.2,2,1.4,0.7,0.2,0.7,1.5,3.8,,sprinja01
483,Trey Jemison,25,2TM,C,38,0,10.3,1.1,1.9,0.554,0,0,,1.1,1.9,0.554,0.554,0.3,0.9,0.394,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,,jemistr01
483,Trey Jemison,25,NOP,C,16,0,10.4,0.9,2,0.469,0,0,,0.9,2,0.469,0.469,0.5,1.3,0.381,1.4,1.4,2.8,0.6,0.4,0.4,0.6,1.7,2.4,,jemistr01
483,Trey Jemison,25,LAL,C,22,0,10.3,1.2,1.9,0.619,0,0,,1.2,1.9,0.619,0.619,0.2,0.5,0.417,1,1.8,2.8,0.3,0.1,0.4,0.6,1.9,2.6,,jemistr01
484,Anthony Gill,32,WAS,PF,51,0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1,0.66,0.4,0.9,1.3,0.3,0.2,0,0.2,0.6,2.5,,gillan01
485,Dillon Jones,23,OKC,SF,54,3,10.2,0.9,2.5,0.383,0.3,1.2,0.254,0.6,1.3,0.5,0.444,0.3,0.5,0.607,0.6,1.7,2.2,1.1,0.3,0.1,0.5,1,2.5,,jonesdi01
486,Pat Spencer,28,GSW,PG,39,0,6.4,1.1,2.6,0.406,0.1,0.6,0.227,0.9,2,0.456,0.431,0.3,0.4,0.733,0.4,0.8,1.2,1.2,0.4,0.1,0.5,0.5,2.5,,spencpa01
487,Johnny Davis,22,WAS,SG,34,0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,davisjo06
488,Christian Koloko,24,LAL,C,37,0,9.2,1.1,1.8,0.606,0,0.1,0,1.1,1.7,0.645,0.606,0.3,0.4,0.714,0.9,1.5,2.5,0.4,0.2,0.4,0.3,1.2,2.4,,kolokch01
489,John Konchar,28,MEM,SG,46,4,12.1,0.9,2,0.451,0.5,1.3,0.371,0.4,0.6,0.621,0.577,0.2,0.2,0.875,0.8,2.5,3.3,0.9,0.7,0.3,0.3,0.7,2.4,,konchjo01
490,MarJon Beauchamp,24,3TM,SF,35,0,4.5,0.8,1.9,0.415,0.3,0.8,0.345,0.5,1,0.472,0.492,0.4,0.6,0.75,0.3,0.9,1.3,0.3,0.1,0,0.4,0.4,2.3,,beaucma01
490,MarJon Beauchamp,24,MIL,SF,26,0,4.7,0.7,1.8,0.383,0.3,0.8,0.333,0.4,1,0.423,0.457,0.3,0.5,0.75,0.3,1,1.2,0.3,0.1,0,0.5,0.4,2,,beaucma01
490,MarJon Beauchamp,24,LAC,SF,3,0,5.7,1.3,2.3,0.571,0.7,1,0.667,0.7,1.3,0.5,0.714,0.7,1.3,0.5,0.7,0.3,1,0.7,0,0,0.3,0.7,4,,beaucma01
490,MarJon Beauchamp,24,NYK,SF,6,0,2.8,0.8,1.8,0.455,0.2,0.8,0.2,0.7,1,0.667,0.5,0.7,0.7,1,0.3,1.2,1.5,0.2,0.2,0,0.2,0.3,2.5,,beaucma01
491,Bronny James,20,LAL,SG,27,1,6.7,0.8,2.5,0.313,0.3,1.2,0.281,0.4,1.3,0.343,0.381,0.4,0.5,0.786,0.1,0.5,0.7,0.8,0.3,0.1,0.5,0.5,2.3,,jamesbr02
492,Mason Jones,26,SAC,SG,10,0,4.5,0.9,1.8,0.5,0.1,0.8,0.125,0.8,1,0.8,0.528,0.4,0.5,0.8,0.2,0.7,0.9,1.1,0,0.1,0.1,0.3,2.3,,jonesma05
493,Miles Norris,24,BOS,PF,3,0,11.7,0.7,3,0.222,0.7,2.3,0.286,0,0.7,0,0.333,0.3,0.7,0.5,0.7,2.3,3,0,0.7,0.3,0,0,2.3,,norrimi01
494,Patrick Baldwin Jr.,22,2TM,SF,24,0,4.5,0.8,1.5,0.543,0.5,1,0.565,0.3,0.5,0.5,0.729,0.1,0.2,0.5,0.2,0.8,1,0.1,0.1,0.1,0.2,0.3,2.2,,baldwpa01
494,Patrick Baldwin Jr.,22,WAS,SF,22,0,4.6,0.8,1.5,0.515,0.5,1,0.524,0.3,0.5,0.5,0.682,0.1,0.2,0.5,0.2,0.8,1,0.1,0.1,0.1,0.2,0.2,2.1,,baldwpa01
494,Patrick Baldwin Jr.,22,LAC,SF,2,0,3,1,1,1,1,1,1,0,0,,1.5,0,0,,0,1.5,1.5,0.5,0,0,0,1,3,,baldwpa01
495,Drew Peterson,25,BOS,PF,25,1,7.4,0.7,1.6,0.415,0.5,1.3,0.394,0.2,0.3,0.5,0.573,0.3,0.4,0.778,0.4,1.2,1.6,0.5,0.2,0.1,0.3,0.7,2.2,,peterdr01
496,TyTy Washington Jr.,23,PHO,PG,16,0,7.4,0.9,2.8,0.311,0.3,1.3,0.19,0.6,1.5,0.417,0.356,0.2,0.4,0.5,0.3,0.6,0.8,1,0.2,0,0.2,0.3,2.2,,washity02
497,Jordan McLaughlin,28,2TM,PG,46,0,6.8,0.7,1.6,0.431,0.4,1,0.413,0.3,0.6,0.462,0.563,0.4,0.5,0.773,0.1,0.5,0.7,1.1,0.3,0,0.3,0.4,2.1,,mclaujo01
497,Jordan McLaughlin,28,SAC,PG,28,0,6.8,0.6,1.6,0.364,0.4,0.9,0.385,0.2,0.6,0.333,0.477,0.4,0.6,0.688,0.1,0.6,0.8,0.9,0.4,0,0.4,0.5,1.9,,mclaujo01
497,Jordan McLaughlin,28,SAS,PG,18,0,6.9,0.8,1.6,0.536,0.5,1.1,0.45,0.3,0.4,0.75,0.696,0.3,0.3,1,0.1,0.4,0.5,1.5,0.3,0.1,0.3,0.3,2.5,,mclaujo01
498,JD Davison,22,BOS,PG,16,0,5.8,0.8,2.1,0.353,0.3,1.1,0.222,0.5,1,0.5,0.412,0.3,0.4,0.714,0.1,0.7,0.8,0.8,0.3,0.1,0.8,0.1,2.1,,davisjd01
499,Chris Duarte,27,CHI,SG,17,0,4.4,0.7,1.5,0.462,0.4,0.9,0.4,0.4,0.6,0.545,0.577,0.4,0.5,0.75,0.3,0.9,1.2,0.5,0,0,0.1,0.4,2.1,,duartch01
500,Enrique Freeman,24,IND,PF,22,1,8.2,0.7,1.7,0.432,0,0.5,0.1,0.7,1.2,0.556,0.446,0.6,0.9,0.684,0.5,0.9,1.4,0.4,0.1,0.1,0.3,1,2.1,,freemen01
501,Johnny Furphy,20,IND,SG,50,0,7.6,0.7,1.8,0.38,0.3,1,0.3,0.4,0.8,0.476,0.462,0.4,0.4,0.818,0.5,1,1.4,0.4,0.4,0.2,0.2,0.8,2.1,,furphjo01
502,Dwight Powell,33,DAL,C,55,3,10,0.8,1.1,0.689,0,0.1,0.4,0.7,1,0.714,0.705,0.5,0.8,0.651,0.9,1.3,2.1,1,0.3,0.4,0.3,1.4,2.1,,poweldw01
503,Josh Christopher,23,MIA,SG,14,0,4.9,0.8,2.2,0.355,0.1,0.8,0.182,0.6,1.4,0.45,0.387,0.3,0.4,0.667,0,0.6,0.6,0.6,0.4,0.2,0.4,0.1,2,,chrisjo01
504,Tyler Kolek,23,NYK,PG,41,0,7.2,0.7,2,0.329,0.3,1.1,0.298,0.3,0.9,0.371,0.415,0.3,0.4,0.765,0.2,0.5,0.7,1.7,0.3,0.1,0.4,0.6,2,,kolekty01
505,Adama Sanogo,22,CHI,C,4,0,5.3,1,1.8,0.571,0,0,,1,1.8,0.571,0.571,0,0,,1.3,0.3,1.5,0.3,0,0,0.3,0.3,2,,sanogad01
506,Kobe Brown,25,LAC,PF,40,0,6.8,0.8,1.8,0.458,0.2,0.7,0.231,0.7,1.2,0.587,0.5,0.1,0.2,0.714,0.5,1.2,1.6,0.6,0.2,0.1,0.3,0.6,1.9,,brownko01
507,Ariel Hukporti,22,NYK,C,25,1,8.7,0.8,1.2,0.677,0,0,,0.8,1.2,0.677,0.677,0.2,0.5,0.462,0.6,1.5,2,0.4,0,0.6,0.8,1.3,1.9,,hukpoar01
508,Bobi Klintman,21,DET,SF,8,0,5.3,0.8,1.3,0.6,0.3,0.6,0.4,0.5,0.6,0.8,0.7,0.1,0.3,0.5,0.1,0.8,0.9,0.9,0.3,0.1,0.1,1,1.9,,klintbo01
509,Garrett Temple,38,TOR,SG,28,0,8.1,0.6,2.1,0.3,0.2,1,0.214,0.4,1.1,0.375,0.35,0.4,0.4,0.917,0.3,0.7,1,1.1,0.6,0.1,0.4,0.8,1.9,,templga01
510,Jericho Sims,26,2TM,C,53,5,11.9,0.8,1.3,0.634,0,0,,0.8,1.3,0.634,0.634,0.2,0.2,0.615,1.3,2.4,3.7,0.6,0.2,0.4,0.6,1.2,1.8,,simsje01
510,Jericho Sims,26,NYK,C,39,5,10.8,0.7,1.2,0.609,0,0,,0.7,1.2,0.609,0.609,0.2,0.3,0.615,1.3,2,3.3,0.6,0.2,0.3,0.5,1.2,1.6,,simsje01
510,Jericho Sims,26,MIL,C,14,0,15,1.2,1.8,0.68,0,0,,1.2,1.8,0.68,0.68,0,0,,1.4,3.4,4.9,0.8,0.1,0.6,0.9,1.4,2.4,,simsje01
511,Vlatko Čančar,27,DEN,PF,13,0,10.5,0.8,2,0.385,0.3,1.2,0.267,0.5,0.8,0.545,0.462,0,0,,0.5,2,2.5,0.7,0.2,0.2,0.8,0.8,1.8,,cancavl01
512,Adam Flagler,25,OKC,SG,37,0,5.5,0.7,2.6,0.26,0.4,1.9,0.194,0.3,0.6,0.458,0.333,0,0.1,0.5,0.2,0.5,0.7,0.3,0.2,0.1,0.1,0.4,1.8,,flaglad01
513,Trentyn Flowers,19,LAC,SF,6,0,4.5,0.7,1.8,0.364,0,0.3,0,0.7,1.5,0.444,0.364,0.5,0.5,1,0.2,0.5,0.7,0,0,0,0.2,0.7,1.8,,flowetr01
514,E.J. Liddell,24,CHI,PF,12,0,4.4,0.7,1.3,0.533,0.3,0.8,0.3,0.4,0.4,1,0.633,0.2,0.2,1,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,,liddeej01
515,Jahmir Young,24,CHI,PG,6,0,5,0.7,0.8,0.8,0.2,0.3,0.5,0.5,0.5,1,0.9,0.3,0.3,1,0.2,0.3,0.5,1,0,0,0.2,0.3,1.8,,youngja05
516,Pacôme Dadiet,19,NYK,SG,18,0,6.2,0.6,1.7,0.323,0.3,1.1,0.316,0.2,0.7,0.333,0.419,0.2,0.3,0.667,0.2,0.8,1,0.3,0.2,0.1,0.2,0.4,1.7,,dadiepa01
517,Alex Ducas,24,OKC,SG,21,0,6,0.6,1.4,0.4,0.5,1,0.476,0.1,0.4,0.222,0.567,0.1,0.1,1,0.4,0.8,1.2,0.2,0.2,0,0.2,0.6,1.7,,ducasal01
518,PJ Hall,22,DEN,C,19,0,3.5,0.7,1.3,0.583,0.1,0.4,0.25,0.6,0.8,0.75,0.625,0.2,0.2,0.75,0.3,0.8,1.2,0.2,0,0.2,0.1,0.6,1.7,,hallpj01
519,Emanuel Miller,24,CHI,PF,6,0,4.2,0.7,1.3,0.5,0,0.2,0,0.7,1.2,0.571,0.5,0.3,0.3,1,0.7,0.7,1.3,0.3,0.2,0,0,0.5,1.7,,milleem01
520,Tristan Thompson,33,CLE,C,40,0,8.2,0.8,1.8,0.437,0,0.1,0,0.8,1.7,0.456,0.437,0.2,0.8,0.233,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,,thomptr01
521,Alex Len,31,2TM,C,46,7,8.3,0.7,1.4,0.508,0,0.2,0.222,0.7,1.2,0.556,0.524,0.2,0.4,0.471,0.8,1.2,2.1,0.8,0.2,0.5,0.4,1.2,1.6,,lenal01
521,Alex Len,31,SAC,C,36,3,7.2,0.6,1.1,0.537,0,0.2,0.167,0.6,1,0.6,0.549,0.2,0.4,0.538,0.7,1.1,1.8,0.8,0.2,0.5,0.3,1,1.4,,lenal01
521,Alex Len,31,LAL,C,10,4,12.2,1,2.2,0.455,0.1,0.3,0.333,0.9,1.9,0.474,0.477,0.1,0.4,0.25,1.3,1.8,3.1,0.8,0.1,0.3,0.9,2.1,2.2,,lenal01
522,Yuki Kawamura,23,MEM,PG,22,0,4.2,0.5,1.4,0.367,0.3,1,0.304,0.2,0.3,0.571,0.483,0.3,0.4,0.778,0,0.5,0.5,0.9,0.1,0,0.2,0.4,1.6,,kawamyu01
523,Jack McVeigh,28,HOU,PF,9,0,4.8,0.6,1.9,0.294,0.4,1.4,0.308,0.1,0.4,0.25,0.412,0,0,,0.2,0.3,0.6,0.1,0,0.2,0.2,0.3,1.6,,mcveija01
524,Armel Traoré,22,LAL,SF,9,0,7.4,0.7,2.1,0.316,0,0.8,0,0.7,1.3,0.5,0.316,0.2,0.8,0.286,0.2,1.4,1.7,0.1,0.4,0.2,0.3,0.7,1.6,,armeltr01
525,Jordan Walsh,20,BOS,PF,52,1,7.8,0.6,1.6,0.361,0.3,1.1,0.273,0.3,0.5,0.536,0.452,0.1,0.2,0.583,0.4,0.9,1.3,0.4,0.2,0.2,0.3,0.6,1.6,,walshjo01
526,Phillip Wheeler,22,PHI,PF,5,0,8.8,0.6,4.2,0.143,0,2,0,0.6,2.2,0.273,0.143,0.4,0.4,1,0.4,1.2,1.6,0.4,0.2,0.4,0.2,0.2,1.6,,wheelph02
527,Sidy Cissoko,20,2TM,SF,22,0,5.2,0.6,1.4,0.433,0.1,0.6,0.231,0.5,0.8,0.588,0.483,0.1,0.4,0.333,0.4,0.6,1,0.7,0.1,0,0.5,0.5,1.5,,cissosi01
527,Sidy Cissoko,20,SAS,SF,17,0,3.2,0.5,1.1,0.5,0.2,0.4,0.429,0.4,0.6,0.545,0.583,0.1,0.4,0.167,0.2,0.4,0.6,0.4,0.1,0,0.1,0.4,1.3,,cissosi01
527,Sidy Cissoko,20,POR,SF,5,0,12,0.8,2.4,0.333,0,1.2,0,0.8,1.2,0.667,0.333,0.4,0.6,0.667,1,1.2,2.2,1.8,0.2,0.2,1.8,0.8,2,,cissosi01
528,Jazian Gortman,21,DAL,PG,16,0,3.6,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,,gortmja01
529,Kevin McCullar Jr.,23,NYK,SF,4,0,7.3,0.5,1.8,0.286,0,0.3,0,0.5,1.5,0.333,0.286,0.5,0.5,1,0,2,2,0.5,0.3,0.3,0,1.5,1.5,,mcculke01
530,Leonard Miller,21,MIN,SF,13,0,2.5,0.5,1.2,0.4,0,0.4,0,0.5,0.8,0.6,0.4,0.6,0.6,1,0.2,0.6,0.8,0,0.2,0.1,0.2,0.2,1.5,,millele01
531,Quincy Olivari,23,LAL,PG,2,0,5,0.5,2.5,0.2,0.5,2.5,0.2,0,0,,0.3,0,0,,0,0,0,0.5,0,0,0.5,0,1.5,,olivaqu01
532,Matt Ryan,27,NYK,SF,19,0,3.6,0.5,1.6,0.323,0.3,1,0.316,0.2,0.6,0.333,0.419,0.1,0.1,1,0,0.4,0.4,0.2,0.1,0,0.2,0.1,1.5,,ryanma01
533,Jacob Toppin,24,2TM,SF,17,0,4.5,0.5,1.3,0.409,0.3,0.6,0.5,0.2,0.7,0.333,0.523,0,0,,0.2,0.7,0.9,0.4,0.1,0,0.2,0.2,1.4,,toppija01
533,Jacob Toppin,24,NYK,SF,16,0,3.1,0.2,0.6,0.3,0,0.1,0,0.2,0.5,0.375,0.3,0,0,,0.1,0.6,0.7,0.3,0.1,0,0.1,0.2,0.4,,toppija01
533,Jacob Toppin,24,ATL,SF,1,0,27,6,12,0.5,5,8,0.625,1,4,0.25,0.708,0,0,,1,3,4,2,0,0,1,0,17,,toppija01
534,Cam Christie,19,LAC,SG,13,0,4.5,0.5,1.8,0.292,0.2,1,0.154,0.4,0.8,0.455,0.333,0.2,0.3,0.5,0.2,0.7,0.9,0.5,0.4,0.1,0.2,0.3,1.4,,chrisca02
535,Chris Livingston,21,MIL,SF,21,1,5,0.4,1.3,0.333,0,0.4,0,0.4,0.9,0.474,0.333,0.6,0.8,0.75,0.5,1.2,1.7,0.2,0.2,0,0.3,0.4,1.4,,livinch01
536,Trey Alexander,21,DEN,SG,24,0,4.9,0.5,1.7,0.317,0.1,0.7,0.176,0.4,1,0.417,0.354,0.1,0.2,0.75,0,0.5,0.5,0.5,0.1,0,0.2,0.4,1.3,,alexatr01
537,Spencer Jones,23,DEN,SF,20,0,6.3,0.6,1.7,0.324,0.1,0.9,0.059,0.5,0.9,0.588,0.338,0.2,0.2,1,0.4,0.5,0.9,0.3,0.3,0.3,0.3,0.9,1.3,,jonessp01
538,Skal Labissière,28,SAC,PF,4,0,3,0.5,1,0.5,0.3,0.3,1,0.3,0.8,0.333,0.625,0,0,,0.3,0.5,0.8,0.3,0,0,0,0.3,1.3,,labissk01
539,Jalen Bridges,23,PHO,SF,8,0,3.8,0.3,0.9,0.286,0.3,0.9,0.286,0,0,,0.429,0.4,0.5,0.75,0,0.5,0.5,0,0,0,0.5,0,1.1,,bridgja01
540,Yuri Collins,23,GSW,PG,2,0,8,0.5,1.5,0.333,0,0,,0.5,1.5,0.333,0.333,0,0,,1,0.5,1.5,2,1,0,0,2.5,1,,colliyu01
541,Daniss Jenkins,23,DET,PG,7,0,3.3,0.4,1.4,0.3,0.1,1,0.143,0.3,0.4,0.667,0.35,0,0.3,0,0,0.3,0.3,0.4,0,0,0.1,0.3,1,,jenkida01
542,Braxton Key,27,GSW,SF,3,0,3.7,0,1.3,0,0,0.3,0,0,1,0,0,1,2,0.5,0.3,0.3,0.7,0,0.7,0,0.3,0,1,,keybr01
543,Bryce McGowens,22,POR,SG,13,0,2.5,0.3,1.1,0.286,0,0.3,0,0.3,0.8,0.4,0.286,0.4,0.5,0.833,0.2,0.1,0.2,0.2,0.1,0,0.3,0.2,1,,mcgowbr01
544,Xavier Tillman Sr.,26,BOS,C,33,2,7,0.4,1.6,0.245,0.2,1,0.156,0.2,0.6,0.381,0.292,0.1,0.1,0.75,0.3,1,1.3,0.2,0.3,0.2,0.4,0.5,1,,tillmxa01
545,Luke Travers,23,CLE,SG,12,0,7.3,0.4,1.7,0.25,0,0.8,0,0.4,0.9,0.455,0.25,0.2,0.2,1,0.7,1,1.7,0.7,0.1,0.1,0.7,0.5,1,,travelu01
546,Isaiah Crawford,23,SAC,SF,15,0,3.1,0.3,0.7,0.455,0.1,0.3,0.2,0.3,0.4,0.667,0.5,0.1,0.3,0.5,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.9,,crawfis01
547,Justin Minaya,25,POR,SF,19,0,5.3,0.4,1.1,0.381,0.1,0.5,0.2,0.3,0.6,0.545,0.429,0,0.1,0,0.3,0.3,0.5,0.4,0.3,0.1,0.3,0.6,0.9,,minayju01
548,Anton Watson,24,NYK,SF,9,0,2.4,0.4,1,0.444,0,0.1,0,0.4,0.9,0.5,0.444,0,0,,0.1,0.2,0.3,0.2,0.1,0,0.2,0.3,0.9,,watsoan02
549,D.J. Carton,24,TOR,SG,4,0,8.3,0.3,1.8,0.143,0,0.8,0,0.3,1,0.25,0.143,0.3,0.3,1,0,1,1,0.8,0.5,0,1,0.3,0.8,,cartodj01
550,PJ Dozier,28,MIN,SG,9,0,3.9,0.2,0.3,0.667,0.2,0.3,0.667,0,0,,1,0.1,0.7,0.167,0.1,0.4,0.6,0.6,0.1,0,0.1,0.3,0.8,,doziepj01
551,Joe Ingles,37,MIN,SF,19,1,6,0.3,1.2,0.261,0.2,0.8,0.2,0.2,0.4,0.375,0.326,0,0,,0.1,0.5,0.6,1.2,0.1,0,0.5,0.6,0.8,,inglejo01
552,Harrison Ingram,22,SAS,SF,5,0,7,0.4,0.8,0.5,0,0.2,0,0.4,0.6,0.667,0.5,0,0,,0.4,1.4,1.8,0.6,0.6,0,0.2,0.4,0.8,,ingraha01
553,Ulrich Chomche,19,TOR,PF,7,0,4.6,0.3,0.7,0.4,0,0,,0.3,0.7,0.4,0.4,0.1,0.3,0.5,0.6,0.6,1.1,0.3,0,0.1,0.3,0.7,0.7,,chomcul01
554,James Johnson,37,IND,PF,12,0,3.1,0.3,0.9,0.364,0,0.3,0,0.3,0.7,0.5,0.364,0,0.1,0,0,0.5,0.5,0.3,0,0.2,0.3,0.4,0.7,,johnsja01
555,Liam Robbins,25,MIL,C,13,0,4.4,0.2,0.6,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.4,0.8,0.5,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,,robbili01
556,Stanley Umude,25,MIL,SG,22,0,3.9,0.2,1.2,0.192,0.1,0.7,0.2,0.1,0.5,0.182,0.25,0.1,0.2,0.5,0.2,0.6,0.8,0.2,0.1,0.3,0.1,0.4,0.7,,umudest01
557,Cui Yongxi,21,BRK,SG,5,0,2,0.2,1.4,0.143,0,0.6,0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0,0.4,0.4,0,0,0,0,0,0.6,,cuiyo01
558,Tristen Newton,23,2TM,SG,8,0,2,0.1,1,0.125,0,0.4,0,0.1,0.6,0.2,0.125,0.1,0.1,1,0.3,0.3,0.5,0.3,0.1,0,0.3,0.5,0.4,,newtotr01
558,Tristen Newton,23,IND,SG,5,0,1.6,0.2,1.2,0.167,0,0.6,0,0.2,0.6,0.333,0.167,0.2,0.2,1,0,0,0,0.2,0,0,0.2,0.4,0.6,,newtotr01
558,Tristen Newton,23,MIN,SG,3,0,2.7,0,0.7,0,0,0,,0,0.7,0,0,0,0,,0.7,0.7,1.3,0.3,0.3,0,0.3,0.7,0,,newtotr01
559,Malevy Leons,25,OKC,SF,6,0,3.5,0,0.3,0,0,0.2,0,0,0.2,0,0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0,0,0.2,0.7,0.3,,leonsma01
560,Daishen Nix,22,MIN,PG,3,0,4.3,0,0.3,0,0,0.3,0,0,0,,0,0.3,0.7,0.5,0,1.3,1.3,1,0,0,1.3,0.3,0.3,,nixda01
561,Terence Davis,27,SAC,SG,1,0,8,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,0,0,,daviste02
562,Jesse Edwards,24,MIN,C,2,0,2.5,0,0,,0,0,,0,0,,,0,0,,0,0,0,0.5,0,0,0,1,0,,edwarje01
563,Mac McClung,26,ORL,SG,2,0,5,0,1,0,0,0.5,0,0,0.5,0,0,0,0,,0,0.5,0.5,1.5,0,0,0,1,0,,mccluma01
564,Jalen McDaniels,27,WAS,SF,4,0,1.8,0,0,,0,0,,0,0,,,0,0,,0,0,0,0.3,0.3,0,0,0,0,,mcdanja01
565,Riley Minix,24,SAS,SF,1,0,7,0,1,0,0,1,0,0,0,,0,0,0,,0,2,2,0,0,0,0,0,0,,minixri01
566,Jahlil Okafor,29,IND,C,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,,okafoja01
567,Zyon Pullin,23,MEM,SG,3,0,1,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,,pullizy01
568,Isaiah Stevens,24,MIA,PG,3,0,2,0,0.7,0,0,0.3,0,0,0.3,0,0,0,0,,0,0.7,0.7,0,0.3,0,0,0,0,,steveis01
569,Terry Taylor,25,SAC,PF,3,0,2,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.3,0,0.3,0.7,0,0,0,0,0,,taylote01
