Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
553,Tristen Newton,23,2TM,SG,8,0,16,-6.1,0.178,0.375,0.125,14.1,13.6,13.9,15.4,3.1,0,19.2,28.2,-0.1,0,-0.1,-0.33,-16.7,-4,-20.7,-0.1,,newtotr01
553,Tristen Newton,23,IND,SG,5,0,8,-15.3,0.233,0.5,0.167,0,0,0,16.1,0,0,13.4,40.2,-0.1,0,-0.1,-0.553,-21.9,-10.8,-32.7,-0.1,,newtotr01
553,Tristen Newton,23,MIN,SG,3,0,8,3.1,0,0,0,28.2,27.3,27.7,14.7,6.2,0,33.3,16.2,0,0,0,-0.107,-11.4,2.7,-8.7,0,,newtotr01
554,Daishen Nix,22,MIN,PG,3,0,13,-7,0.266,1,2,0,33.6,17.1,27.2,0,0,68,19.6,-0.1,0,-0.1,-0.327,-14.9,-1.2,-16.2,0,,nixda01
555,Skal Labissière,28,SAC,PF,4,0,12,15.9,0.625,0.25,0,9.3,18.7,14,11.6,0,0,0,14.3,0,0,0,0.165,3.3,-1.3,2.1,0,,labissk01
556,Braxton Key,27,GSW,SF,3,0,11,1.1,0.226,0.25,1.5,9.5,10.1,9.8,0,8.8,0,13.1,29.3,-0.1,0,-0.1,-0.259,-13.9,0.3,-13.6,0,,keybr01
557,Cui Yongxi,21,BRK,SG,5,0,10,-10.7,0.19,0.429,0.286,0,23.8,11.4,0,0,0,0,34.4,-0.1,0,-0.1,-0.473,-16.8,-8.2,-24.9,-0.1,,cuiyo01
558,Mac McClung,26,ORL,SG,2,0,10,-0.3,0,0.5,0,0,12.1,5.7,37.8,0,0,0,8.7,0,0,0,-0.047,-10.2,-0.8,-11,0,,mccluma01
559,Quincy Olivari,23,LAL,PG,2,0,10,-5.2,0.3,1,0,0,0,0,13.3,0,0,16.7,26.3,-0.1,0,-0.1,-0.3,-10.1,-8.5,-18.6,0,,olivaqu01
560,Terence Davis,27,SAC,SG,1,0,8,-4,0,0.5,0,0,14,7,14.1,0,0,0,10.8,0,0,0,-0.191,-12.8,-4.1,-16.9,0,,daviste02
561,Jalen McDaniels,27,WAS,SF,4,0,7,10.9,,,,0,0,0,17.4,6.8,0,,0,0,0,0,0.114,-0.5,6,5.6,0,,mcdanja01
562,Riley Minix,24,SAS,SF,1,0,7,-1.7,0,1,0,0,30.7,15.3,0,0,0,0,6.1,0,0,0,-0.114,-8.5,-3.3,-11.8,0,,minixri01
563,Isaiah Stevens,24,MIA,PG,3,0,6,0.1,0,0.5,0,0,36.5,18.4,0,8.3,0,0,14.8,0,0,0,-0.196,-19.5,7.7,-11.8,0,,steveis01
564,Terry Taylor,25,SAC,PF,3,0,6,9.8,0,0,0,18.6,0,9.3,37.6,0,0,0,7.2,0,0,0,0.049,3.2,0.1,3.3,0,,taylote01
565,Jesse Edwards,24,MIN,C,2,0,5,-0.1,,,,0,0,0,23.6,0,0,,0,0,0,0,0.111,-8.8,4.7,-4,0,,edwarje01
566,James Wiseman,23,IND,C,1,0,5,31.2,0.615,0.25,0.5,0,22.1,11.1,0,0,0,0,42.2,0,0,0,0.237,6,-4.4,1.6,0,,wisemja01
567,Alondes Williams,25,DET,SG,1,0,4,53.4,1.25,0.5,0,0,0,0,65,0,0,0,21.1,0,0,0,0.565,37.9,6.2,44.1,0,,willial06
568,Zyon Pullin,23,MEM,SG,3,0,3,-11.7,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,-0.304,-15,-7.7,-22.7,0,,pullizy01
569,Jahlil Okafor,29,IND,C,1,0,3,13.8,,,,0,36.8,18.6,37,0,0,,0,0,0,0,0.196,2.5,4.9,7.5,0,,okafoja01
